

,,[80]
,[24-26-32],,[1],,,26.625000,15.796875,6.187500,24.906250,32.750000,36.531250,47.531250,35.125000,42.062500,46.000000,37.156250,38.484375,32.671875,,,,,3.890625,,,,,,,,,,,,,,,,,,,,,,2.609375,2.343750,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,,,0.640625,,,,4.375000,1.015625,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.406250,,1.593750,,,,,,0.437500,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,1.921875,,,1.515625,,,2.812500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062500,1.093750,,,,,,1.281250,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-36],,[2],,,28.453125,14.218750,9.015625,23.437500,42.250000,38.062500,45.093750,40.078125,44.296875,46.078125,32.312500,26.203125,21.296875,,,,,10.171875,,,,,,,,,,,,,,,,,,,,,,2.609375,1.687500,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,,,0.640625,,,,4.375000,1.015625,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.203125,,1.593750,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,0.734375,,,1.656250,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.812500,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.453125,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000000,,,,,4.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265625,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[16-24-26],,[3],,,32.218750,14.640625,23.109375,33.093750,32.531250,39.875000,42.437500,27.609375,44.062500,42.281250,31.906250,22.562500,22.421875,,,,,3.890625,,,,,,,,,,,,,,,,,,,,,,2.609375,2.828125,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.859375,,,,0.093750,,0.640625,,,,4.375000,1.015625,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.968750,,1.593750,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,0.734375,,,1.515625,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796875,1.093750,,,,,,1.281250,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[6-24-26],,[4],,,30.859375,15.312500,9.140625,30.734375,44.234375,38.296875,43.609375,23.968750,42.218750,42.390625,30.546875,23.718750,21.296875,,,,,10.031250,,,,,,,,,,,,,,,,,,,,,,2.609375,2.531250,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,0.031250,,0.640625,,,,4.375000,1.015625,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.406250,,1.593750,,,,,,,,,,,,,,,,,,1.562500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,1.375000,,,1.515625,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.500000,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.703125,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[1-24-26],,[5],,,29.515625,14.218750,30.640625,34.171875,31.968750,37.031250,42.437500,23.968750,42.187500,42.281250,31.765625,22.828125,21.437500,,,,,3.890625,,,,,,,,,,,,,,,,,,,,,,2.609375,2.078125,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,,,0.640625,,,,4.375000,1.015625,,,,,,,1.531250,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.406250,,1.593750,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,0.734375,,,1.515625,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.609375,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.828125,2.171875,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-63],,[6],,,28.265625,15.890625,5.875000,23.437500,34.468750,41.109375,44.093750,26.562500,46.375000,47.281250,30.546875,25.953125,24.312500,,,,,13.484375,,,,,,,,,,,,,,,,,,,,,,2.609375,1.484375,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,,,0.640625,,,,4.578125,1.015625,,,,,,,1.140625,,,,,,,,,,,,,,,,,,,,,,,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.203125,,1.593750,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,0.453125,,,0.984375,,,,,1.109375,,,1.515625,,,4.515625,,,,,,,3.109375,,,,,,1.156250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.390625,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-41],,[7],,,26.625000,19.437500,5.875000,30.609375,40.671875,38.171875,42.812500,34.078125,42.062500,42.281250,30.546875,24.906250,22.328125,,,,,8.734375,,,,,,,,,,,,,,,,,,,,,,2.609375,2.734375,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,2.421875,,,,,,0.640625,,,,4.375000,1.015625,,,,,,,1.546875,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.203125,,2.406250,,,,,,0.375000,,,,,,,,,,,,1.406250,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,0.937500,,,1.515625,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.500000,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,0.593750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.906250,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[15-24-26],,[8],,,26.625000,14.453125,11.500000,23.437500,31.968750,37.140625,45.656250,23.968750,42.062500,42.281250,31.734375,22.562500,31.968750,,,,,3.890625,,,,,,,,,,,,,,,,,,,,,,3.468750,1.484375,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,0.203125,,0.640625,,,,4.375000,1.015625,,,,,,,1.265625,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,1.703125,,,,,0.203125,,4.171875,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,1.390625,1.312500,,1.515625,,,2.468750,,,,,,,3.109375,,,,,,2.234375,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.281250,2.375000,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.687500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[21-24-32],,[9],,,16.390625,10.000000,18.843750,29.937500,32.359375,33.875000,46.890625,34.093750,42.703125,48.640625,30.125000,25.250000,7.500000,,,,,19.890625,,,,,,,,,,,,,,,,,,,,,,2.781250,2.343750,,7.781250,,,,,,,,,,,0.968750,,,,,,,,1.031250,,,,,,,,,,3.968750,,,,,,1.187500,,,,4.250000,1.015625,,,,,,,1.093750,,,,,,,,,,,,,,,,,,,,,,,4.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,,,,,,0.406250,,1.625000,,,,,,1.281250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.609375,,,,0.015625,,,3.468750,,,,,,0.562500,,2.218750,,,2.812500,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,0.421875,2.281250,,,,,,,,,,,,,,,,,,,,,,,,,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.140625,0.140625,,,,,,3.562500,,4.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.312500,,,,1.640625,1.937500,,2.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[24-26-99],,[10],,,26.625000,14.218750,5.875000,23.437500,31.968750,36.531250,42.437500,23.968750,42.062500,42.281250,30.546875,22.562500,21.296875,,,,,3.890625,,,,,,,,,,,,,,,,,,,,,,2.609375,1.484375,,7.781250,,,,,,,,,,,,,,,,,,,3.468750,,,,,,,,,,1.687500,,,,,,0.640625,,,,4.375000,1.015625,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,0.812500,,,,,0.203125,,1.593750,,,,,,,,,,,,,,,,,,0.812500,,,,,,,,,,,,,,,,,,,,,,,,2.578125,,,1.078125,,,,0.984375,,,,,0.734375,,,1.515625,,,1.937500,,,,,,,3.109375,,,,,,0.718750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,1.093750,,,,,,1.281250,0.718750,2.546875,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.953125,,,,1.421875,1.531250,,2.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[21-24-99],,[11],,,16.390625,6.906250,14.703125,27.781250,31.406250,33.875000,42.437500,23.968750,42.703125,45.875000,17.015625,6.796875,,,,,,19.890625,,,,,,,,,,,,,,,,,,,,,,2.781250,1.484375,,7.781250,,,,,,,,,,,0.968750,,,,,,,,1.031250,,,,,,,,,,3.968750,,,,,,1.187500,,,,4.250000,1.015625,,,,,,,1.093750,,,,,,,,,,,,,,,,,,,,,,,4.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156250,,,,,,,,,,0.203125,,1.625000,,,,,,1.281250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.609375,,,,0.015625,,,3.468750,,,,,,,,,,,1.156250,,,,,,,2.906250,,,,,,,,,,,,,,,,,,,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.140625,0.140625,,,,,,3.562500,,4.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.812500,,,,1.640625,1.937500,,2.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
