

,,[80]
,[16-20-99],,[17],,,,,,0.875000,,,,,,,,,,,,,,,,,,,,,,,0.703125,,0.593750,,,,,,0.500000,1.562500,,,,,,,0.156250,,,,,,,,,,,,0.515625,,,,,,,,,0.671875,,,,0.812500,,,,,,,,,,,,,0.468750,,,,2.015625,,,,2.921875,,,,,,,,,,0.312500,,,,,,,,,0.437500,,,,,2.750000,,,,,,1.296875,,,,,,,,,0.921875,,,,,,,,0.578125,0.640625,,,,,,,,,,,,,2.109375,,,1.546875,,,0.046875,,,,,,,,,,,,,2.953125,,,,,,,,1.687500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515625,,,,,,,,,,,,,,,,,,,,0.812500,,0.109375,0.375000,1.140625,,,,1.968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,,,,,,,,2.468750,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734375,,,0.703125,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000,0.640625,,,0.203125,,,,,,,,,,,,,,,,,1.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,1.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125000,,,,,0.656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[16-23-99],,[18],,,,,,0.875000,,,,,,,,,,,,,,,0.046875,,,,,,,,0.703125,,,,,,,,0.687500,1.562500,,,,,,,0.156250,,,,,,,,,,,,0.515625,,,1.078125,,,,,,0.796875,,,,0.781250,,,,,,,,,,,,,0.468750,,,,,,,,1.375000,,,,,,,,,,,,,,,,,,,1.296875,,,0.093750,,2.750000,,,,,,0.984375,,,,,,,,,0.921875,,,,,,,,0.593750,,,,,,,,,,,,,,1.984375,,,2.078125,,,0.468750,,,,,,,,,,,,,2.953125,,,,,,,,2.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515625,,,,,,,,,,,,,,,,,,,,0.812500,,0.109375,0.375000,1.140625,,,,1.968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,,,,,,2.468750,,,,,,,,,,,,,,,1.625000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093750,,,,,,,,,,,,,,,,,,,0.734375,,,0.703125,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.046875,0.640625,,,0.203125,,,,,,,,,,,,,,,,,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,1.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[9-16-99],,[19],,,,,,0.875000,,,,,,,,0.171875,,,,,,,,,,,,,,,0.703125,,0.187500,,,,0.593750,,0.265625,1.562500,,,,,,,0.156250,,,,,,,,,,,0.187500,0.515625,,,2.203125,,,,,,0.656250,,,,0.781250,,,,,,,,,,,,,0.421875,,,0.265625,,,,,1.406250,,,,,,,,,,,,,,,,,,1.187500,,,,0.312500,,2.750000,,,,,,,,,,,,,,,0.921875,,,,,,,,,,,,,,,,,,,,,,1.984375,,,1.359375,,,0.828125,,,,,,,,,,,,,2.953125,,,,,,,,1.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515625,,,,,,,,,,,,,,,,,,,,0.812500,,0.109375,0.375000,1.140625,,,,1.968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,,,,,,,,2.468750,,,,,,,,,,,,,,,1.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,0.703125,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,0.640625,,,0.203125,,,,,,,,,,,,,,,,,1.812500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,1.406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[16-99-99],,[20],,,,,,0.875000,,,,,,,,,,,,,,,,,,,,,,,0.703125,,,,,,,,0.265625,1.562500,,,,,,,0.156250,,,,,,,,,,,,0.515625,,,,,,,,,,,,,0.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.750000,,,,,,,,,,,,,,,0.921875,,,,,,,,,,,,,,,,,,,,,,1.984375,,,1.359375,,,0.046875,,,,,,,,,,,,,2.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515625,,,,,,,,,,,,,,,,,,,,0.812500,,0.109375,0.375000,1.140625,,,,1.968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,,,,,,,,2.468750,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734375,,,0.703125,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,0.640625,,,0.203125,,,,,,,,,,,,,,,,,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,1.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[58-99-99],,[21],,,,,,,,,,,,,,,,,,,,0.203125,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.281250,,,,,,0.109375,,,,0.781250,,,,,,,,,,,,,,,,,1.453125,,,,0.203125,,,,,0.578125,,,,,,,,,,,0.609375,,,1.453125,,,,,2.890625,,,,,,0.046875,,,,,,,,,1.046875,,,,,,,,0.593750,,,,,,,,,,,,,,0.343750,,,1.437500,,,0.468750,,,,,,,,,,,,,1.781250,,,,,,,,0.828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.171875,,,,,,,,,,,,,,,,,,,,,,,2.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609375,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000,,,,,,,,,,,,,,,,,,,,,1.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.328125,,,,,,,,,,,,,,,,,,,,,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[33-99-99],,[22],,,,,,,,,,,,,,0.406250,,,,,,,,,,,,,,,,,0.187500,,,,,,0.687500,1.953125,,,,,,,,,,,,,,,1.062500,,,1.250000,,,,,,,,,,0.718750,,,,1.062500,,,,,,,,,,,,,,,,,,,,,2.000000,,,,,0.968750,,,,,,,,,,,,,,,,,,,1.406250,,,,,,1.171875,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,0.343750,,,1.156250,,,,,,,,0.796875,,,,,,,,0.968750,,,,,,,,1.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609375,,,,,,0.375000,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437500,,,,,,,,,,,,,,,,,,,,,,,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,0.218750,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,0.843750,,,,,,,,,,,,,,,0.234375,,,,,1.906250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[20-99-99],,[23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312500,,0.593750,,,,,,0.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671875,,,,0.812500,,,,,,,,,,,,,0.468750,,,,2.015625,,,,2.921875,,,,,,,,,,0.312500,,,,,,,,,0.437500,,,,,2.390625,,,,,,1.296875,,,,,,,,,0.578125,,,,,,,,0.578125,0.640625,,,,,,,,,,,,,2.109375,,,1.546875,,,,,,,,,,,,,,,,,,,,,,,,1.687500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000,,,,,,,,,,,,,,,,,,,,,1.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125000,,,,,0.656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[55-99-99],,[24],,,,,,,,,,,,,,,,,,,,0.859375,0.500000,,,,,,,,,,0.109375,,,,,,0.687500,0.421875,,,,,,,,,,,,,,,0.062500,,,,,,,1.671875,,,,,,0.718750,,,,,,,,,,,,,,,,,0.796875,,,,0.937500,,,,1.406250,,,0.750000,,,,,,,,,,,,,,,,0.078125,,,,,1.343750,,,,,,0.625000,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,,,,0.578125,,,0.265625,,,,,,,,,,,,,,,,1.968750,,,,,,,,2.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890625,0.187500,,,,0.843750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,,,,,,,,,,,,,,,,,,,,,0.625000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,,,,,,,0.062500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000,0.187500,,,,,,,,,,,,,,,,,,,,1.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828125,1.031250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[25-99-99],,[25],,,,,,,,0.156250,,,,,,0.562500,,,,,,,,,,,,,,,,,,,,,,,0.687500,0.937500,,,,,,,0.250000,,,,,,,,0.421875,,,0.187500,,,,,,,,,,0.937500,,,,0.734375,,,,,,,,,,,,,0.890625,,,,0.937500,,,,1.453125,,,,,1.343750,,,,,,,,,,,,,0.703125,0.140625,,,,,2.421875,,,,,,,,,,,,,,,,,,,,,,,0.562500,0.625000,,,,,,,,,,,,,0.265625,,,1.937500,,,,,,,,0.421875,,,,,,,,0.187500,,,,,,,,1.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156250,,,,,0.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093750,,,,,,,,,,,,,0.468750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250000,,,,,,,,,,,,,,,,,,,,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[19-99-99],,[26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234375,,,,,,,,0.687500,1.421875,,,,,,,,,,,,,,,0.656250,,,,0.250000,,,1.140625,,,,,,1.375000,,,,0.171875,,,,,,,,,,,,,0.718750,,,,1.546875,,,,0.718750,,,,,,,,,,,,,,,,0.343750,,0.156250,0.953125,,,,,,0.375000,,,,,1.031250,,,,,,,,,1.031250,,,,,,,,,,,,,,,,,,,,,,0.234375,,,1.312500,,,0.156250,,,,,,,,,,,,,0.593750,,,,,,,,1.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,2.125000,,,,,,0.468750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.453125,0.234375,,,,,,,,,,,,,,,,,,,,1.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[11-99-99],,[27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,,,,,,1.187500,0.953125,,,,,,,,,,,,,,,,,,0.187500,,,,,,,,,,0.718750,,,,0.140625,,,,,,,,,,,,,0.718750,,,,0.078125,,,,1.359375,,,0.687500,,,,,,,,,,,,,0.187500,,,0.859375,,,,,1.671875,,,,,,1.390625,,,,,,,,,0.140625,,,,,,,,0.593750,,,,,,,,,,,,,,0.218750,,,1.062500,,,,,,,,,,,,,,,,1.218750,,,,,,,,0.437500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375000,,,,,1.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781250,,,,,,,,,,,,,,,,,,,,,,,0.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375000,0.593750,,,,,,,,,,,,,,,,,,,,1.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437500,0.609375,,,,,,,,,,,,,,,,,,,,,,,0.156250,,,,,,,,,,,,,,,,,,,,,0.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
